Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
4246,10.75,8.5,0,9.5,2.55,0,37.23,34.08,56.5,126.16,89.95
4247,10.75,8.5,0,9.5,2.55,0,37.95,30.64,50.06,129.37,107.32
4248,10.75,8.5,0,9.5,2.55,0,32.87,30.48,47.44,118.06,99.92
4249,10.75,8.5,0,9.5,2.55,0,30.35,29.91,43.35,114.23,95.32
4250,10.75,8.5,0,9.5,2.55,0,29.92,29.98,45.53,100.78,95.46
4251,10.75,8.5,0,9.5,2.55,0,29.96,29.93,55.02,93.22,91.69
4252,10.75,8.5,0,9.5,2.55,0,31.33,29.92,72.61,94.12,97.07
4253,10.75,8.5,0,9.5,2.55,0,37.99,31.29,80.14,89.27,109.09
4254,10.75,8.5,0,9.5,2.55,0,43.14,34,81.41,92.17,130
4255,10.75,8.5,0,9.5,2.55,0,44.63,35.55,59.91,115.29,121.1
4256,10.75,8.5,0,9.5,2.55,0,44.41,35.14,36.37,130,101.76
4257,10.75,8.5,0,9.5,2.55,0,43.48,35.31,35.79,127.05,90.12
4258,10.75,8.5,0,9.5,2.55,0,41.28,33.8,32.9,102.24,84.83
4259,10.75,8.5,0,9.5,2.55,0,42.41,32.9,33.61,90,78.93
4260,10.75,8.5,0,9.5,2.55,0,40.28,32.64,33.54,80.27,76.84
4261,10.75,8.5,0,9.5,2.55,0,37.55,32.57,32.65,72.27,80.26
4262,10.75,8.5,0,9.5,2.55,0,35.91,32.65,38.14,63.46,90.52
4263,10.75,8.5,0,9.5,2.55,0,37.02,36.08,57.35,68.12,99.95
4264,10.75,8.5,0,9.5,2.55,0,40.66,34.91,93.05,77.95,105.88
4265,10.75,8.5,0,9.5,2.55,0,45.1,34.93,88.4,89.05,109.47
4266,10.75,8.5,0,9.5,2.55,0,52.21,34.96,112.05,96.4,136.7
4267,10.75,8.5,0,9.5,2.55,0,46.52,34.61,99.11,113.57,147.34
4268,10.75,8.5,0,9.5,2.55,0,44.38,33.7,83.2,130.41,132.99
4269,10.75,8.5,0,9.5,2.55,0,44.42,33.12,54.87,134.79,118.13
4270,10.75,8.5,0,9.5,2.55,0,41.72,32.41,96,130.83,110
4271,10.75,8.5,0,9.5,2.55,0,44.99,31.95,86.9,125.06,96
4272,10.75,8.5,0,9.5,2.55,0,36.46,32.58,80.4,116.16,86.91
4273,10.75,8.5,0,9.5,2.55,0,37.09,32.03,82.84,98.08,80.53
4274,10.75,8.5,0,9.5,2.55,0,33.1,31.77,78,90.59,71.8
4275,10.75,8.5,0,9.5,2.55,0,32.05,31.55,83.24,87.09,67.89
4276,10.75,8.5,0,9.5,2.55,0,31.67,31.95,117.51,86.29,71.6
4277,10.75,8.5,0,9.5,2.55,0,29.91,33.7,124.01,87.24,93.44
4278,10.75,8.5,0,9.5,2.55,0,32.59,34.14,115,94.39,116.98
4279,10.75,8.5,0,9.5,2.55,0,33.58,36.61,88.87,116.03,115
4280,10.75,8.5,0,9.5,2.55,0,39.47,36.35,66.74,131.5,88.89
4281,10.75,8.5,0,9.5,2.55,0,44.79,36.21,49.61,128.15,67.51
4282,10.75,8.5,0,9.5,2.55,0,46.43,35.32,33.11,113.65,52.27
4283,10.75,8.5,0,9.5,2.55,0,43.84,32.15,31.9,101.89,37.28
4284,10.75,8.5,0,9.5,2.55,0,44.15,29.96,26.84,99.3,22.13
4285,10.75,8.5,0,9.5,2.55,0,31.63,27.08,23,101.18,13.19
4286,10.75,8.5,0,9.5,2.55,0,20.69,29.08,25.22,97.42,0
4287,10.75,8.5,0,9.5,2.55,0,21.74,31.05,48.57,95.59,18.07
4288,10.75,8.5,0,9.5,2.55,0,27.03,33.86,79.53,95.39,38.25
4289,10.75,8.5,0,9.5,2.55,0,31.85,39.91,110.08,97.6,67.7
4290,10.75,8.5,0,9.5,2.55,0,36.03,39.97,200.04,107.08,87.77
4291,10.75,8.5,0,9.5,2.55,0,37.95,39.96,186.18,128.92,122.74
4292,10.75,8.5,0,9.5,2.55,0,37.31,38.06,125.21,155.18,115.43
4293,10.75,8.5,0,9.5,2.55,0,38.59,38.06,101.8,167.62,102.06
4294,10.75,8.5,0,9.5,2.55,0,32.93,37.18,96.85,159.1,86.16
4295,10.75,8.5,0,9.5,2.55,0,26.73,32.73,95.42,140,52.72
4296,10.75,8.5,0,9.5,2.55,0,23.48,31.36,86.08,121.1,51.08
4297,10.75,8.5,0,9.5,2.55,0,18.83,30.45,79.97,119.46,44.32
4298,10.75,8.5,0,9.5,2.55,0,15.82,28.56,83.61,110.06,40.2
4299,10.75,8.5,0,9.5,2.55,0,0,27.53,91.28,101.72,39.71
4300,10.75,8.5,0,9.5,2.55,0,-12.02,27.13,120.29,98.08,42.25
4301,10.75,8.5,0,9.5,2.55,0,-19.06,30.76,108.93,99.92,55.55
4302,10.75,8.5,0,9.5,2.55,0,-13.79,33.13,75.57,104.52,58.33
4303,10.75,8.5,0,9.5,2.55,0,-0.04,33.13,41.24,121.81,59.38
4304,10.75,8.5,0,9.5,2.55,0,13.84,29.2,22.09,130.55,21.01
4305,10.75,8.5,0,9.5,2.55,0,15.69,22.09,2.03,130.31,-3.58
4306,10.75,8.5,0,9.5,2.55,0,17.77,4.39,-1.56,116.39,-9.93
4307,10.75,8.5,0,9.5,2.55,0,12.2,1.19,-5.09,105.95,-10
4308,10.75,8.5,0,9.5,2.55,0,1.67,-0.02,-9.95,98.6,-7.98
4309,10.75,8.5,0,9.5,2.55,0,0,-0.8,-9.91,99.84,-10.52
4310,10.75,8.5,0,9.5,2.55,0,-3.38,-0.9,-6.48,98.24,-7.08
4311,10.75,8.5,0,9.5,2.55,0,2.46,1,3.23,98.6,-2.9
4312,10.75,8.5,0,9.5,2.55,0,18.88,25.41,30.14,100,5.99
4313,10.75,8.5,0,9.5,2.55,0,29.3,31.17,39.95,101.12,46.02
4314,10.75,8.5,0,9.5,2.55,0,34.91,37.34,79.99,112.03,87.32
4315,10.75,8.5,0,9.5,2.55,0,38.68,38.45,114.88,131.26,101.29
4316,10.75,8.5,0,9.5,2.55,0,41.04,39.38,126.2,166.25,120.51
4317,10.75,8.5,0,9.5,2.55,0,41.85,42.04,108.85,171.58,119.31
4318,10.75,8.5,0,9.5,2.55,0,36.5,40.66,110.4,154.73,106.83
4319,10.75,8.5,0,9.5,2.55,0,26.75,41.13,108.29,141.81,86.68
4320,10.75,8.5,0,9.5,2.55,0,19.38,40.78,107.95,121.11,71.85
4321,10.75,8.5,0,9.5,2.55,0,12.02,41.01,107.19,115.6,67.86
4322,10.75,8.5,0,9.5,2.55,0,-2.16,41.45,105.34,103.4,69.93
4323,10.75,8.5,0,9.5,2.55,0,-17.71,41.65,102.13,96.56,62.89
4324,10.75,8.5,0,9.5,2.55,0,-22.33,44.19,95.09,97.64,62.53
4325,10.75,8.5,0,9.5,2.55,0,-2.53,49.91,82.39,96.11,57.86
4326,10.75,8.5,0,9.5,2.55,0,35.93,45.82,66.91,107.69,50
4327,10.75,8.5,0,9.5,2.55,0,37.95,32.01,29.58,126.75,47.36
4328,10.75,8.5,0,9.5,2.55,0,43.01,28.91,5.04,138.97,29.58
4329,10.75,8.5,0,9.5,2.55,0,39.54,25.04,0.04,133.41,5.04
4330,10.75,8.5,0,9.5,2.55,0,38.01,13.01,-0.02,126.31,0.04
4331,10.75,8.5,0,9.5,2.55,0,36.39,0.01,-0.23,109.86,-0.01
4332,10.75,8.5,0,9.5,2.55,0,34.22,-0.01,-0.08,103.24,-0.22
4333,10.75,8.5,0,9.5,2.55,0,31.76,15.05,1.3,100.86,-0.07
4334,10.75,8.5,0,9.5,2.55,0,29.75,26.41,11.91,91.69,1.4
4335,10.75,8.5,0,9.5,2.55,0,28.72,30.52,69.51,88.46,12.26
4336,10.75,8.5,0,9.5,2.55,0,30.81,37.54,104.3,90,50.31
4337,10.75,8.5,0,9.5,2.55,0,38.73,50.32,126.93,92.01,68.8
4338,10.75,8.5,0,9.5,2.55,0,41.19,50.74,139.2,98.36,85.91
4339,10.75,8.5,0,9.5,2.55,0,40.97,50.63,113.3,109.73,93.05
4340,10.75,8.5,0,9.5,2.55,0,40.48,50.88,100.08,117.96,75.17
4341,10.75,8.5,0,9.5,2.55,0,39.83,50.04,93.83,133.43,79.8
4342,10.75,8.5,0,9.5,2.55,0,34.53,41.06,70.06,130.74,73.56
4343,10.75,8.5,0,9.5,2.55,0,24.38,49.79,61.69,122.39,56.57
4344,10.75,8.5,0,9.5,2.55,0,19.23,44.87,66.67,109.47,44.96
4345,10.75,8.5,0,9.5,2.55,0,18.82,45.94,67.05,109.74,37
4346,10.75,8.5,0,9.5,2.55,0,17.85,49.91,64.36,108.91,33.68
4347,10.75,8.5,0,9.5,2.55,0,18.98,49.96,51.39,104.31,30.67
4348,10.75,8.5,0,9.5,2.55,0,19.64,44.91,51.56,99.14,26.99
4349,10.75,8.5,0,9.5,2.55,0,26.63,31.29,20.42,98.11,26.57
4350,10.75,8.5,0,9.5,2.55,0,36.11,25.45,6.83,84.11,14.01
4351,10.75,8.5,0,9.5,2.55,0,31.11,18.84,0.82,78.63,6.83
4352,10.75,8.5,0,9.5,2.55,0,36.18,6.11,0,85.75,0.82
4353,10.75,8.5,0,9.5,2.55,0,38.04,0.85,0,78.03,0
4354,10.75,8.5,0,9.5,2.55,0,43.17,0,0,64.9,0
4355,10.75,8.5,0,9.5,2.55,0,44.48,0,0,43.79,-0.02
4356,10.75,8.5,0,9.5,2.55,0,42.86,0,-0.69,24.61,-1.51
4357,10.75,8.5,0,9.5,2.55,0,41.75,0.97,0,16.83,-1.09
4358,10.75,8.5,0,9.5,2.55,0,41.94,19.29,0.91,4.43,0
4359,10.75,8.5,0,9.5,2.55,0,39.45,27.68,36.66,0.07,0.92
4360,10.75,8.5,0,9.5,2.55,0,44.17,30.03,70.02,0.97,26.82
4361,10.75,8.5,0,9.5,2.55,0,45.86,34.93,87.26,12.31,65.13
4362,10.75,8.5,0,9.5,2.55,0,47.15,50.01,99.9,54.59,67.78
4363,10.75,8.5,0,9.5,2.55,0,46,50.34,102.39,77.14,76.64
4364,10.75,8.5,0,9.5,2.55,0,42.29,49.67,102.16,82.36,92
4365,10.75,8.5,0,9.5,2.55,0,44.37,43.76,93.01,89.6,103.93
4366,10.75,8.5,0,9.5,2.55,0,43.01,42.47,94.88,92.79,93.25
4367,10.75,8.5,0,9.5,2.55,0,39.54,42.76,84.32,92.97,83.01
4368,10.75,8.5,0,9.5,2.55,0,34.25,43.64,78.19,89.86,79.1
4369,10.75,8.5,0,9.5,2.55,0,30.55,46.24,78.01,16.45,65.19
4370,10.75,8.5,0,9.5,2.55,0,29.68,46.88,75.63,3.17,64.46
4371,10.75,8.5,0,9.5,2.55,0,28.87,46.2,80.82,0.01,70.01
4372,10.75,8.5,0,9.5,2.55,0,30.09,46.74,121.66,0,64.76
4373,10.75,8.5,0,9.5,2.55,0,38.02,50.02,136.51,-0.03,87.7
4374,10.75,8.5,0,9.5,2.55,0,42.58,48.36,129.2,-0.05,108.8
4375,10.75,8.5,0,9.5,2.55,0,45.04,48.39,112.8,-0.05,99.25
4376,10.75,8.5,0,9.5,2.55,0,44.9,47.43,100.6,-0.5,75.81
4377,10.75,8.5,0,9.5,2.55,0,44.41,47.26,86.09,-2.95,69.19
4378,10.75,8.5,0,9.5,2.55,0,43.9,50.05,66.13,-15.07,60.45
4379,10.75,8.5,0,9.5,2.55,0,45.36,49.9,42.72,-37,54.39
4380,10.75,8.5,0,9.5,2.55,0,44.52,40.48,34.66,-98.11,48.44
4381,10.75,8.5,0,9.5,2.55,0,40.24,34.66,32.55,-167.96,27.51
4382,10.75,8.5,0,9.5,2.55,0,32.16,32.55,31.06,-266.92,20.49
4383,10.75,8.5,0,9.5,2.55,0,31.96,34.87,55,-500,18.13
4384,10.75,8.5,0,9.5,2.55,0,39.03,42.54,72.24,-399,34.94
4385,10.75,8.5,0,9.5,2.55,0,44.32,43.55,98.38,-124.21,52.14
4386,10.75,8.5,0,9.5,2.55,0,51.25,47.67,106.07,-35.18,70.21
4387,10.75,8.5,0,9.5,2.55,0,46.94,48.39,126,-6.01,107.95
4388,10.75,8.5,0,9.5,2.55,0,45.33,50.04,104.93,4.83,99.96
4389,10.75,8.5,0,9.5,2.55,0,45.47,47.76,87.65,69.09,102.56
4390,10.75,8.5,0,9.5,2.55,0,42.83,44.19,79.63,85.61,87.18
4391,10.75,8.5,0,9.5,2.55,0,40.52,47.34,61.99,94.9,80
4392,10.75,8.5,0,9.5,2.55,0,35.17,47.42,50.39,86.08,61.6
4393,10.75,8.5,0,9.5,2.55,0,31.79,46.77,54.01,66,53.16
4394,10.75,8.5,0,9.5,2.55,0,30.47,46.02,46.12,43.5,54.48
4395,10.75,8.5,0,9.5,2.55,0,31.25,44.79,50.82,24.09,53.44
4396,10.75,8.5,0,9.5,2.55,0,33.72,45.15,69.46,10.26,57.05
4397,10.75,8.5,0,9.5,2.55,0,38.04,45.14,66.52,15.8,70
4398,10.75,8.5,0,9.5,2.55,0,40.51,38.28,81.96,54,89.03
4399,10.75,8.5,0,9.5,2.55,0,37.9,37.95,66.9,86,101.56
4400,10.75,8.5,0,9.5,2.55,0,44.28,38.11,39.3,110.89,78.92
4401,10.75,8.5,0,9.5,2.55,0,45.6,36.21,35.58,104.91,82.7
4402,10.75,8.5,0,9.5,2.55,0,44.28,35.58,35.33,61.71,69.55
4403,10.75,8.5,0,9.5,2.55,0,41.83,35.33,34.59,1,58.86
4404,10.75,8.5,0,9.5,2.55,0,41.72,34.59,33.92,-0.06,55.58
4405,10.75,8.5,0,9.5,2.55,0,38.84,33.92,32.59,-2.9,47.69
4406,10.75,8.5,0,9.5,2.55,0,32.26,32.59,33.44,-5.68,44.34
4407,10.75,8.5,0,9.5,2.55,0,35.55,33.44,35.15,-4.99,56.49
4408,10.75,8.5,0,9.5,2.55,0,43.41,35.15,35.09,-2.75,58.46
4409,10.75,8.5,0,9.5,2.55,0,51.38,35.09,35.82,-0.07,74.29
4410,10.75,8.5,0,9.5,2.55,0,55.66,35.82,41.83,22.5,81.78
4411,10.75,8.5,0,9.5,2.55,0,53.29,37.54,58.58,88.35,90.75
4412,10.75,8.5,0,9.5,2.55,0,50.35,38.8,46.36,116.38,110.25
4413,10.75,8.5,0,9.5,2.55,0,46.91,37.97,40.37,124.54,109.15
4414,10.75,8.5,0,9.5,2.55,0,43.31,39.2,37.2,128.09,91.6
4415,10.75,8.5,0,9.5,2.55,0,47.3,36.12,36.04,121.23,94.61
4416,10.75,8.5,0,9.5,2.55,0,40.92,35,35.83,114.5,77.72
4417,10.75,8.5,0,9.5,2.55,0,38.08,34.79,36.25,96.47,69.32
4418,10.75,8.5,0,9.5,2.55,0,36.56,35.2,38.7,80.8,58.6
4419,10.75,8.5,0,9.5,2.55,0,34.96,37.58,58.9,71,50.92
4420,10.75,8.5,0,9.5,2.55,0,34.44,39.78,86.87,64.38,48.35
4421,10.75,8.5,0,9.5,2.55,0,39.93,40.23,97.82,71.51,67.83
4422,10.75,8.5,0,9.5,2.55,0,44.28,39.38,103.46,85.09,100
4423,10.75,8.5,0,9.5,2.55,0,44.28,41.05,55.87,113.73,102.79
4424,10.75,8.5,0,9.5,2.55,0,48.32,41.66,43.31,119.97,101.23
4425,10.75,8.5,0,9.5,2.55,0,43.46,41.74,39.97,113.29,92.78
4426,10.75,8.5,0,9.5,2.55,0,42.6,39.12,39.13,76.08,96.62
4427,10.75,8.5,0,9.5,2.55,0,40.92,38,39.71,33.64,68.68
4428,10.75,8.5,0,9.5,2.55,0,42.24,38.56,41.04,10.08,61.67
4429,10.75,8.5,0,9.5,2.55,0,38.54,39.85,42.53,0.07,54.61
4430,10.75,8.5,0,9.5,2.55,0,35.39,41.3,50.5,0.06,52.05
4431,10.75,8.5,0,9.5,2.55,0,34,40.69,79.17,9.91,51.69
4432,10.75,8.5,0,9.5,2.55,0,36.03,50.16,93.56,39.22,40
4433,10.75,8.5,0,9.5,2.55,0,43.6,50.59,111.45,83.84,58.29
4434,10.75,8.5,0,9.5,2.55,0,45.44,50.69,154.18,93.68,61.91
4435,10.75,8.5,0,9.5,2.55,0,43.28,50.23,105.13,116.9,72.07
4436,10.75,8.5,0,9.5,2.55,0,41.27,49.97,87.85,148.2,45.17
4437,10.75,8.5,0,9.5,2.55,0,40.32,44.3,68.9,173.99,46.48
4438,10.75,8.5,0,9.5,2.55,0,35.13,39.98,58.5,171.93,31.1
4439,10.75,8.5,0,9.5,2.55,0,33.02,37.78,30.67,145.03,26.78
4440,10.75,8.5,0,9.5,2.55,0,28.47,31.67,20.68,124.09,7.27
4441,10.75,8.5,0,9.5,2.55,0,24.77,25.64,17.45,124.32,2.3
4442,10.75,8.5,0,9.5,2.55,0,17.35,17.45,9.49,110.41,0.18
4443,10.75,8.5,0,9.5,2.55,0,18.89,9.77,10.02,94.76,1.72
4444,10.75,8.5,0,9.5,2.55,0,18.22,9.95,26.47,86.81,2.17
4445,10.75,8.5,0,9.5,2.55,0,16.91,26.47,30,67.3,12.13
4446,10.75,8.5,0,9.5,2.55,0,21.76,30,31.63,67.87,19.72
4447,10.75,8.5,0,9.5,2.55,0,26.37,30.33,22.65,76.64,31.23
4448,10.75,8.5,0,9.5,2.55,0,37.95,23.95,1.9,92.59,23.21
4449,10.75,8.5,0,9.5,2.55,0,45.54,3.58,0,98.35,0.89
4450,10.75,8.5,0,9.5,2.55,0,48,0,-0.04,82.4,-7.82
4451,10.75,8.5,0,9.5,2.55,0,45.54,-0.04,-5.03,73.44,-11.17
4452,10.75,8.5,0,9.5,2.55,0,45.04,-5.18,-19.09,38.2,-25.79
4453,10.75,8.5,0,9.5,2.55,0,40.48,-19.66,-13.47,0.05,-38.84
4454,10.75,8.5,0,9.5,2.55,0,29.96,-18.6,-5.31,-3.09,-42.22
4455,10.75,8.5,0,9.5,2.55,0,30.36,-0.06,-0.03,-9.93,-50
4456,10.75,8.5,0,9.5,2.55,0,38.95,1.51,6.77,-9.9,-27.88
4457,10.75,8.5,0,9.5,2.55,0,48.45,11.72,29,-3.52,-2.38
4458,10.75,8.5,0,9.5,2.55,0,53.13,30.84,45.07,23.33,38.04
4459,10.75,8.5,0,9.5,2.55,0,49.09,36.48,38.79,83.2,61.07
4460,10.75,8.5,0,9.5,2.55,0,39.62,37.67,38.68,104.61,73.19
4461,10.75,8.5,0,9.5,2.55,0,37.22,37.55,38.1,118.44,65.15
4462,10.75,8.5,0,9.5,2.55,0,33.64,36.99,6.92,122.75,49.73
4463,10.75,8.5,0,9.5,2.55,0,26.24,30.44,4.83,121.34,1.8
4464,10.75,8.5,0,9.5,2.55,0,16.53,19.51,4,114.81,0
4465,10.75,8.5,0,9.5,2.55,0,0.09,4.12,2.67,91.62,-0.88
4466,10.75,8.5,0,9.5,2.55,0,-0.06,2.67,2.92,84,-1.11
4467,10.75,8.5,0,9.5,2.55,0,-4.26,2.92,5.72,82.4,2.65
4468,10.75,8.5,0,9.5,2.55,0,-15.06,5.72,19.99,83.05,4.3
4469,10.75,8.5,0,9.5,2.55,0,-16.61,20.84,29.09,85.01,9.08
4470,10.75,8.5,0,9.5,2.55,0,-15,29.96,31.47,94.37,27.96
4471,10.75,8.5,0,9.5,2.55,0,-18.33,31.47,18.56,113.75,40
4472,10.75,8.5,0,9.5,2.55,0,-17.04,24.55,2.95,126.29,18.57
4473,10.75,8.5,0,9.5,2.55,0,-6.46,4.38,0.41,124.85,2.99
4474,10.75,8.5,0,9.5,2.55,0,-0.02,0.44,-0.04,110.97,0.51
4475,10.75,8.5,0,9.5,2.55,0,0.03,0.44,-0.55,95.03,0.43
4476,10.75,8.5,0,9.5,2.55,0,0.06,-0.04,-0.77,86.29,-0.25
4477,10.75,8.5,0,9.5,2.55,0,-10,-0.05,-0.03,78.17,-0.4
4478,10.75,8.5,0,9.5,2.55,0,-21.37,9.42,1.93,76.42,0.52
4479,10.75,8.5,0,9.5,2.55,0,-14.79,26.98,16.81,78.15,2.54
4480,10.75,8.5,0,9.5,2.55,0,-5.89,29.49,25.05,84.05,17.14
4481,10.75,8.5,0,9.5,2.55,0,23.13,33.63,36.7,88.1,53.14
4482,10.75,8.5,0,9.5,2.55,0,29.45,36.7,37.81,98.83,78.58
4483,10.75,8.5,0,9.5,2.55,0,30.83,37.81,60.06,116.42,106.4
4484,10.75,8.5,0,9.5,2.55,0,30.52,41.29,82.86,150.6,115.75
4485,10.75,8.5,0,9.5,2.55,0,35.36,42.45,84.95,184.13,105.83
4486,10.75,8.5,0,9.5,2.55,0,33.48,42.49,85.52,183.86,85.29
4487,10.75,8.5,0,9.5,2.55,0,18.98,46.6,66.06,137.57,62.2
4488,10.75,8.5,0,9.5,2.55,0,0.06,46.52,63.52,118.98,36.35
4489,10.75,8.5,0,9.5,2.55,0,0,46.49,46.46,114,30.61
4490,10.75,8.5,0,9.5,2.55,0,-0.9,42.96,38.62,103.88,23.1
4491,10.75,8.5,0,9.5,2.55,0,-0.11,34.36,15.69,97.6,17.44
4492,10.75,8.5,0,9.5,2.55,0,-1.14,19.95,5.73,95.93,8.37
4493,10.75,8.5,0,9.5,2.55,0,12.67,6.13,5.37,98.01,6.12
4494,10.75,8.5,0,9.5,2.55,0,31.41,5.54,3.4,101.94,5.37
4495,10.75,8.5,0,9.5,2.55,0,32.19,3.5,0.32,135.47,3.39
4496,10.75,8.5,0,9.5,2.55,0,32.44,0.33,-0.04,121.7,0
4497,10.75,8.5,0,9.5,2.55,0,34.27,-0.04,-0.02,108.83,-9.8
4498,10.75,8.5,0,9.5,2.55,0,36.7,-0.02,-0.03,91.79,-28.61
4499,10.75,8.5,0,9.5,2.55,0,37.97,-0.03,-0.12,84,-35
4500,10.75,8.5,0,9.5,2.55,0,37.95,-0.12,-2.18,79.12,-57.93
4501,10.75,8.5,0,9.5,2.55,0,34.41,-2.18,-2.71,74.9,-76.8
4502,10.75,8.5,0,9.5,2.55,0,33.03,-2.71,-0.6,66.57,-140
4503,10.75,8.5,0,9.5,2.55,0,31.29,-0.6,-0.06,64.98,-109.19
4504,10.75,8.5,0,9.5,2.55,0,38.33,0.01,1.88,66.18,-60
4505,10.75,8.5,0,9.5,2.55,0,44.28,1.94,0.22,80.29,-10.29
4506,10.75,8.5,0,9.5,2.55,0,48.32,0.44,6.69,90,-1.34
4507,10.75,8.5,0,9.5,2.55,0,47.95,6.69,9.4,117.65,7.4
4508,10.75,8.5,0,9.5,2.55,0,45.54,9.91,18,146.78,9.68
4509,10.75,8.5,0,9.5,2.55,0,46.81,18.3,14.02,173.24,19.13
4510,10.75,8.5,0,9.5,2.55,0,43.52,14.44,-0.03,139.54,15.3
4511,10.75,8.5,0,9.5,2.55,0,40.99,-0.02,-0.1,117.27,1.27
4512,10.75,8.5,0,9.5,2.55,0,33.51,-0.1,-0.8,101.56,1.1
4513,10.75,8.5,0,9.5,2.55,0,32.83,-0.8,-0.48,100.27,0.4
4514,10.75,8.5,0,9.5,2.55,0,31.97,-0.48,-0.06,92.14,0.66
4515,10.75,8.5,0,9.5,2.55,0,31.79,-0.06,-0.01,89.97,0.92
4516,10.75,8.5,0,9.5,2.55,0,32.67,-0.01,-0.01,87.06,0.68
4517,10.75,8.5,0,9.5,2.55,0,38.06,-0.01,-0.01,88.84,0.58
4518,10.75,8.5,0,9.5,2.55,0,42.07,-0.01,-0.6,88.57,0.12
4519,10.75,8.5,0,9.5,2.55,0,40.56,-0.61,-6.49,84.94,-0.57
4520,10.75,8.5,0,9.5,2.55,0,40.13,-6.47,-9.98,85.26,-6.39
4521,10.75,8.5,0,9.5,2.55,0,38.22,-9.98,-12.04,83.77,-9.76
4522,10.75,8.5,0,9.5,2.55,0,39.5,-12.04,-13.49,76.04,-12.6
4523,10.75,8.5,0,9.5,2.55,0,43.72,-13.49,-15.02,60.9,-13.13
4524,10.75,8.5,0,9.5,2.55,0,43.66,-15.02,-20.98,46.32,-21.88
4525,10.75,8.5,0,9.5,2.55,0,40.89,-19.9,-12.2,35.22,-20.43
4526,10.75,8.5,0,9.5,2.55,0,37.99,1,-6.16,16.71,-11.48
4527,10.75,8.5,0,9.5,2.55,0,37.99,17.92,-0.08,16.73,-5.21
4528,10.75,8.5,0,9.5,2.55,0,41.12,29,63.99,40,-1.51
4529,10.75,8.5,0,9.5,2.55,0,45.13,34.9,90.27,60.9,26.91
4530,10.75,8.5,0,9.5,2.55,0,47.82,43.71,119.4,83.4,56.53
4531,10.75,8.5,0,9.5,2.55,0,47.82,45.17,127.05,107.3,78.22
4532,10.75,8.5,0,9.5,2.55,0,45.54,45.91,115.2,121,88.77
4533,10.75,8.5,0,9.5,2.55,0,44.86,45.06,97.13,128.76,108.69
4534,10.75,8.5,0,9.5,2.55,0,41.35,44.95,81.62,132.86,94.37
4535,10.75,8.5,0,9.5,2.55,0,40.52,43.42,76.65,129.72,81.65
4536,10.75,8.5,0,9.5,2.55,0,35.59,42.99,74.08,115.92,76.42
4537,10.75,8.5,0,9.5,2.55,0,33.94,42.93,77.72,109.44,67.67
4538,10.75,8.5,0,9.5,2.55,0,33.4,42.91,76.28,101.74,69.39
4539,10.75,8.5,0,9.5,2.55,0,32.98,42.98,79.44,101.82,70.41
4540,10.75,8.5,0,9.5,2.55,0,33.72,43.39,110,95.44,71.06
4541,10.75,8.5,0,9.5,2.55,0,34.24,44.29,123.97,95.79,90.35
4542,10.75,8.5,0,9.5,2.55,0,35.55,42.37,100.64,96.92,110.97
4543,10.75,8.5,0,9.5,2.55,0,34.29,41.39,77.61,94.68,100.61
4544,10.75,8.5,0,9.5,2.55,0,45.54,41.38,53.93,91.2,77.98
4545,10.75,8.5,0,9.5,2.55,0,49.61,41.35,38.43,86.24,54.34
4546,10.75,8.5,0,9.5,2.55,0,49.92,36.92,31.79,77.11,39.67
4547,10.75,8.5,0,9.5,2.55,0,46.91,31.93,29.45,60.15,33.09
4548,10.75,8.5,0,9.5,2.55,0,48.07,29.45,29.56,50.12,30.85
4549,10.75,8.5,0,9.5,2.55,0,44.87,30.23,36.75,45.69,30.42
4550,10.75,8.5,0,9.5,2.55,0,44.65,36.08,64,36.99,38.04
4551,10.75,8.5,0,9.5,2.55,0,44.68,38.97,80.2,44.85,50.8
4552,10.75,8.5,0,9.5,2.55,0,50.3,43.42,102.63,55.15,82.08
4553,10.75,8.5,0,9.5,2.55,0,58.19,43.87,135,72.99,89.95
4554,10.75,8.5,0,9.5,2.55,0,60.72,44.05,249.01,82.4,110.68
4555,10.75,8.5,0,9.5,2.55,0,55.54,44.09,173.69,105.1,166.84
4556,10.75,8.5,0,9.5,2.55,0,47.06,44.11,113.65,122.21,137.54
4557,10.75,8.5,0,9.5,2.55,0,41.12,43.44,92.02,132.12,110.61
4558,10.75,8.5,0,9.5,2.55,0,37.45,43.13,105.52,134.1,89.1
4559,10.75,8.5,0,9.5,2.55,0,44.33,43.85,95.96,132.12,76.3
4560,10.75,8.5,0,9.5,2.55,0,39.3,42.94,93.08,119.6,63.58
4561,10.75,8.5,0,9.5,2.55,0,36.25,42.45,91.14,112.49,53.14
4562,10.75,8.5,0,9.5,2.55,0,32.97,42.23,87.66,102,41.26
4563,10.75,8.5,0,9.5,2.55,0,29.01,42.14,96.83,94.3,38.7
4564,10.75,8.5,0,9.5,2.55,0,28.77,42.6,111.38,91.94,49.9
4565,10.75,8.5,0,9.5,2.55,0,32.4,44.98,103.76,93.31,58.21
4566,10.75,8.5,0,9.5,2.55,0,38.08,45.38,94,105.14,75.38
4567,10.75,8.5,0,9.5,2.55,0,34.13,44.9,67.26,121.67,75.58
4568,10.75,8.5,0,9.5,2.55,0,40.32,42.07,46.63,132.78,59.81
