Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
8323,10.75,8.5,0,9.5,2.55,0,87.29,528.74,295.66,110.15,375.03
8324,10.75,8.5,0,9.5,2.55,0,70.92,284.13,169.4,105.89,241.61
8325,10.75,8.5,0,9.5,2.55,0,65.27,162.66,150,102.41,169.4
8326,10.75,8.5,0,9.5,2.55,0,71.03,144.79,134.75,96.58,150
8327,10.75,8.5,0,9.5,2.55,0,62.22,104.6,130.07,90.88,134.75
8328,10.75,8.5,0,9.5,2.55,0,73.26,60.72,122.9,92.35,130.07
8329,10.75,8.5,0,9.5,2.55,0,70.72,55.6,118.97,84.25,122.9
8330,10.75,8.5,0,9.5,2.55,0,73.25,49.92,114.95,77.34,118.97
8331,10.75,8.5,0,9.5,2.55,0,69.68,45.59,115.64,76.3,114.95
8332,10.75,8.5,0,9.5,2.55,0,64.46,48.34,125.83,77.15,115.64
8333,10.75,8.5,0,9.5,2.55,0,44.41,49.91,156.53,77.19,123.14
8334,10.75,8.5,0,9.5,2.55,0,42.58,58.9,187.71,79.14,143.95
8335,10.75,8.5,0,9.5,2.55,0,44.87,96.22,253,82.57,186.4
8336,10.75,8.5,0,9.5,2.55,0,49.21,187.24,245.74,98.48,253
8337,10.75,8.5,0,9.5,2.55,0,53.63,235.37,208.42,119.67,245.74
8338,10.75,8.5,0,9.5,2.55,0,67.05,200,174.4,130.65,208.42
8339,10.75,8.5,0,9.5,2.55,0,70.25,167.28,166.06,124.96,174.1
8340,10.75,8.5,0,9.5,2.55,0,61.65,159.3,165,126.15,165.84
8341,10.75,8.5,0,9.5,2.55,0,67.53,158.35,184.5,127.21,165
8342,10.75,8.5,0,9.5,2.55,0,60.21,176.82,220.77,119.56,184.5
8343,10.75,8.5,0,9.5,2.55,0,53.57,179.13,250.06,123.75,214.74
8344,10.75,8.5,0,9.5,2.55,0,54.05,112.18,284.21,124.13,245.43
8345,10.75,8.5,0,9.5,2.55,0,81.34,124.55,260,130.74,284.21
8346,10.75,8.5,0,9.5,2.55,0,97.65,130.4,225.6,128.58,260
8347,10.75,8.5,0,9.5,2.55,0,77.73,57.79,175,127.93,225.6
8348,10.75,8.5,0,9.5,2.55,0,60.09,58.06,146.22,126.16,175
8349,10.75,8.5,0,9.5,2.55,0,63.55,58.97,135.09,114.27,146.22
8350,10.75,8.5,0,9.5,2.55,0,59.97,51.7,116.52,102.81,135.09
8351,10.75,8.5,0,9.5,2.55,0,44.72,45.96,116.94,96.2,116.52
8352,10.75,8.5,0,9.5,2.55,0,40.37,37.83,111.36,94.46,116.94
8353,10.75,8.5,0,9.5,2.55,0,38.26,37.46,108.04,85.57,111.36
8354,10.75,8.5,0,9.5,2.55,0,36.12,37.18,99.02,86.13,108.04
8355,10.75,8.5,0,9.5,2.55,0,29.18,36.94,93.44,82.93,99.02
8356,10.75,8.5,0,9.5,2.55,0,29.37,36.77,88.11,80.1,93.44
8357,10.75,8.5,0,9.5,2.55,0,36.13,36.69,69.46,76.55,91.55
8358,10.75,8.5,0,9.5,2.55,0,44.33,36.69,78.02,75.16,93.23
8359,10.75,8.5,0,9.5,2.55,0,61.51,36.56,88.77,80.41,102.7
8360,10.75,8.5,0,9.5,2.55,0,61.03,37.26,74.3,95.97,114.26
8361,10.75,8.5,0,9.5,2.55,0,65.89,37.8,40.21,106.95,125.36
8362,10.75,8.5,0,9.5,2.55,0,64.65,38.09,37.16,121.5,121.5
8363,10.75,8.5,0,9.5,2.55,0,64.15,37.01,37.57,117.44,109.13
8364,10.75,8.5,0,9.5,2.55,0,63.25,36.44,36.67,109.97,110.01
8365,10.75,8.5,0,9.5,2.55,0,63.25,35.56,35.6,102.75,107.95
8366,10.75,8.5,0,9.5,2.55,0,64.46,34.6,35.11,94.13,104.07
8367,10.75,8.5,0,9.5,2.55,0,65.39,34.05,36.77,88.3,103.67
8368,10.75,8.5,0,9.5,2.55,0,64.57,35.65,37.36,86.9,112.29
8369,10.75,8.5,0,9.5,2.55,0,83.67,36.22,33.52,89.86,123.88
8370,10.75,8.5,0,9.5,2.55,0,110.31,34.77,35.12,98.13,129.5
8371,10.75,8.5,0,9.5,2.55,0,82.17,34.01,31.08,104.33,126.3
8372,10.75,8.5,0,9.5,2.55,0,73.27,31.89,25.96,101.76,110.29
8373,10.75,8.5,0,9.5,2.55,0,61.99,30.43,29.58,93.18,114.48
8374,10.75,8.5,0,9.5,2.55,0,61.94,30.34,29.48,93.36,124.69
8375,10.75,8.5,0,9.5,2.55,0,53.74,30.22,45.07,88.36,104.99
8376,10.75,8.5,0,9.5,2.55,0,63.32,28.95,35.27,86.77,86.72
8377,10.75,8.5,0,9.5,2.55,0,60.65,30.94,31.17,76.71,79.05
8378,10.75,8.5,0,9.5,2.55,0,58.19,30.26,31.28,67.2,73.66
8379,10.75,8.5,0,9.5,2.55,0,52.38,30.41,33.75,63.21,65.89
8380,10.75,8.5,0,9.5,2.55,0,50.58,33.59,36.2,60.37,56.55
8381,10.75,8.5,0,9.5,2.55,0,48.72,34.78,36.44,58,54.63
8382,10.75,8.5,0,9.5,2.55,0,56.9,35.86,45.19,54.1,48.45
8383,10.75,8.5,0,9.5,2.55,0,66.46,35.72,49.62,55.64,57.49
8384,10.75,8.5,0,9.5,2.55,0,64.61,38.17,42.51,59.34,67.44
8385,10.75,8.5,0,9.5,2.55,0,68.87,39.58,40.31,65.1,78.12
8386,10.75,8.5,0,9.5,2.55,0,68.26,39.15,39.16,79.89,75.69
8387,10.75,8.5,0,9.5,2.55,0,67.25,36.63,39.04,83.66,75
8388,10.75,8.5,0,9.5,2.55,0,67.05,35.54,38.37,81.64,85.06
8389,10.75,8.5,0,9.5,2.55,0,67.05,34.91,36.6,75.81,90
8390,10.75,8.5,0,9.5,2.55,0,65.72,33.44,35.28,71.4,80.22
8391,10.75,8.5,0,9.5,2.55,0,65.78,32.12,34.28,70.59,76.54
8392,10.75,8.5,0,9.5,2.55,0,69.25,32.06,31.32,75.25,99.96
8393,10.75,8.5,0,9.5,2.55,0,83.39,30.01,25.99,80.35,113.02
8394,10.75,8.5,0,9.5,2.55,0,96.92,27.47,22.38,83.71,146.39
8395,10.75,8.5,0,9.5,2.55,0,80.46,24.35,18.55,87.58,112.2
8396,10.75,8.5,0,9.5,2.55,0,68.2,19.14,13.96,88.12,95.64
8397,10.75,8.5,0,9.5,2.55,0,63.95,14.4,10.08,81.94,99.52
8398,10.75,8.5,0,9.5,2.55,0,63.14,10.36,2.29,74.91,76.37
8399,10.75,8.5,0,9.5,2.55,0,56.03,2.37,0.09,63.34,50
8400,10.75,8.5,0,9.5,2.55,0,74.39,0.98,0.1,62.41,8.21
8401,10.75,8.5,0,9.5,2.55,0,63.2,0.4,0.05,53.12,9.21
8402,10.75,8.5,0,9.5,2.55,0,55.92,0.28,0.07,45.34,9.85
8403,10.75,8.5,0,9.5,2.55,0,47.3,0.29,0.02,42.8,6.13
8404,10.75,8.5,0,9.5,2.55,0,46.19,0.43,1.75,42.96,5.84
8405,10.75,8.5,0,9.5,2.55,0,44.9,2.18,7.73,28.69,10.3
8406,10.75,8.5,0,9.5,2.55,0,50.47,15.96,29.5,26.37,22.57
8407,10.75,8.5,0,9.5,2.55,0,66.65,28.32,34.5,29.87,102.35
8408,10.75,8.5,0,9.5,2.55,0,68.44,29.97,31.79,39.03,111.8
8409,10.75,8.5,0,9.5,2.55,0,69.58,29.91,30.79,45.31,125.13
8410,10.75,8.5,0,9.5,2.55,0,68.13,29.89,30.09,57.67,120.71
8411,10.75,8.5,0,9.5,2.55,0,65.3,29.23,29.41,59.17,107.71
8412,10.75,8.5,0,9.5,2.55,0,64.81,28.59,29.09,54.43,100
8413,10.75,8.5,0,9.5,2.55,0,64.44,28.28,28.58,49,92.07
8414,10.75,8.5,0,9.5,2.55,0,64.04,28.94,33,43.71,87.73
8415,10.75,8.5,0,9.5,2.55,0,64.14,30.86,32.33,40.04,106.19
8416,10.75,8.5,0,9.5,2.55,0,66.96,31.39,30.96,45.85,120
8417,10.75,8.5,0,9.5,2.55,0,84.13,30.09,32.44,56.74,120
8418,10.75,8.5,0,9.5,2.55,0,98.61,29.9,29.69,62.99,140.71
8419,10.75,8.5,0,9.5,2.55,0,75.94,28.04,25.47,76.61,138.42
8420,10.75,8.5,0,9.5,2.55,0,69.01,27.46,22.33,73.68,125.54
8421,10.75,8.5,0,9.5,2.55,0,68.87,24.95,16.79,70.67,120
8422,10.75,8.5,0,9.5,2.55,0,65.34,23.89,16.59,59.79,138.14
8423,10.75,8.5,0,9.5,2.55,0,61.19,17.05,14.24,58.95,118.02
8424,10.75,8.5,0,9.5,2.55,0,61.33,19.93,20.06,59.73,45.74
8425,10.75,8.5,0,9.5,2.55,0,59.08,20.87,19.75,47.81,65.7
8426,10.75,8.5,0,9.5,2.55,0,50.72,20.25,20.62,52.9,68.34
8427,10.75,8.5,0,9.5,2.55,0,45.44,22.02,16.99,51.16,47.9
8428,10.75,8.5,0,9.5,2.55,0,46.16,22.91,16.56,49.81,65.49
8429,10.75,8.5,0,9.5,2.55,0,48.06,25.63,35.13,49.03,62.44
8430,10.75,8.5,0,9.5,2.55,0,56.55,29.98,44.81,52.47,92
8431,10.75,8.5,0,9.5,2.55,0,69.61,35.12,51.5,62.14,107.47
8432,10.75,8.5,0,9.5,2.55,0,69.33,41.93,56.42,83.81,116.9
8433,10.75,8.5,0,9.5,2.55,0,72,43.28,52.99,103.38,121.1
8434,10.75,8.5,0,9.5,2.55,0,72.88,42.96,51.16,109.24,109.59
8435,10.75,8.5,0,9.5,2.55,0,68.2,41.97,60.74,101.46,102.51
8436,10.75,8.5,0,9.5,2.55,0,67.3,41.24,63.81,89.03,102.82
8437,10.75,8.5,0,9.5,2.55,0,67.04,44.96,85.89,81.17,106.32
8438,10.75,8.5,0,9.5,2.55,0,65.89,69.37,107.36,74.89,109.93
8439,10.75,8.5,0,9.5,2.55,0,67.99,90.56,112.51,74.9,116.52
8440,10.75,8.5,0,9.5,2.55,0,71.2,78.5,127.33,81.1,113.62
8441,10.75,8.5,0,9.5,2.55,0,83.99,122.31,121.6,89.11,125.56
8442,10.75,8.5,0,9.5,2.55,0,92.1,78.75,108.1,95.2,122.56
8443,10.75,8.5,0,9.5,2.55,0,77.55,70,98.51,104.22,108.85
8444,10.75,8.5,0,9.5,2.55,0,70.38,94.67,95.84,103.01,100.13
8445,10.75,8.5,0,9.5,2.55,0,65.14,67.98,80.49,96.18,96.5
8446,10.75,8.5,0,9.5,2.55,0,63.14,44.92,60.74,77.98,92.75
8447,10.75,8.5,0,9.5,2.55,0,57.32,37.89,22.53,71.09,72.13
8448,10.75,8.5,0,9.5,2.55,0,52.79,31.93,30.55,62.98,68.54
8449,10.75,8.5,0,9.5,2.55,0,47.82,28.6,27.15,55.12,52.32
8450,10.75,8.5,0,9.5,2.55,0,45.61,25.74,16.32,47.29,43.83
8451,10.75,8.5,0,9.5,2.55,0,41.71,23.27,14.55,46.49,38.32
8452,10.75,8.5,0,9.5,2.55,0,40.94,22.09,9.03,45.06,24.75
8453,10.75,8.5,0,9.5,2.55,0,39.85,23.33,6.05,55.72,31.65
8454,10.75,8.5,0,9.5,2.55,0,48.69,27.96,39.05,58.95,47.03
8455,10.75,8.5,0,9.5,2.55,0,65.73,32.28,49.68,65.01,60.16
8456,10.75,8.5,0,9.5,2.55,0,66.75,37.1,43.28,79.69,77.9
8457,10.75,8.5,0,9.5,2.55,0,68.67,33.42,33.49,93.67,76.69
8458,10.75,8.5,0,9.5,2.55,0,67.96,32.42,32.76,100.1,68.62
8459,10.75,8.5,0,9.5,2.55,0,67,31.76,31.79,94.28,67.12
8460,10.75,8.5,0,9.5,2.55,0,65.52,30.91,31.35,86.1,68.32
8461,10.75,8.5,0,9.5,2.55,0,68.48,30.51,30.84,79.71,68
8462,10.75,8.5,0,9.5,2.55,0,65.89,30.02,32.88,76.5,68.94
8463,10.75,8.5,0,9.5,2.55,0,58.19,30.13,28.37,74.73,67.18
8464,10.75,8.5,0,9.5,2.55,0,57.18,28.2,29.34,80.66,65.05
8465,10.75,8.5,0,9.5,2.55,0,83.99,29.4,19.67,84.42,77.16
8466,10.75,8.5,0,9.5,2.55,0,95.18,28.46,17.3,88.21,78.16
8467,10.75,8.5,0,9.5,2.55,0,77.73,25.04,15.97,91.81,76.43
8468,10.75,8.5,0,9.5,2.55,0,75.4,23,17.86,91.74,71.04
8469,10.75,8.5,0,9.5,2.55,0,67.62,23.48,20.66,90.8,59.2
8470,10.75,8.5,0,9.5,2.55,0,64.74,23.13,21.44,85.02,47.93
8471,10.75,8.5,0,9.5,2.55,0,64.46,20.76,11.28,79.48,26.91
8472,10.75,8.5,0,9.5,2.55,0,51.98,18.45,13.23,75.68,15.74
8473,10.75,8.5,0,9.5,2.55,0,41.88,13.63,5.47,59.83,16.4
8474,10.75,8.5,0,9.5,2.55,0,38.11,5.62,1.82,57.85,6.92
8475,10.75,8.5,0,9.5,2.55,0,33.07,2.63,0.31,50.48,2.88
8476,10.75,8.5,0,9.5,2.55,0,27.76,4.73,2,48,1.19
8477,10.75,8.5,0,9.5,2.55,0,29.4,15.95,8.57,39.98,1.76
8478,10.75,8.5,0,9.5,2.55,0,26.1,19.57,53.95,31.51,8.5
8479,10.75,8.5,0,9.5,2.55,0,33.72,28.05,66.48,40.02,58.66
8480,10.75,8.5,0,9.5,2.55,0,38.26,33.79,67.46,46.72,79.71
8481,10.75,8.5,0,9.5,2.55,0,47.06,32.01,64.99,67.96,94.94
8482,10.75,8.5,0,9.5,2.55,0,66.29,32.37,57.41,72.93,84.27
8483,10.75,8.5,0,9.5,2.55,0,66.33,32.09,37.14,70.54,79.64
8484,10.75,8.5,0,9.5,2.55,0,63.25,31.57,31.26,67.93,74.64
8485,10.75,8.5,0,9.5,2.55,0,63.25,30.39,30.53,62.36,73.56
8486,10.75,8.5,0,9.5,2.55,0,64.14,29.79,30.95,62,72.5
8487,10.75,8.5,0,9.5,2.55,0,58.19,30.15,31.4,60.59,76.24
8488,10.75,8.5,0,9.5,2.55,0,53.75,30.33,30.88,66.8,87.23
8489,10.75,8.5,0,9.5,2.55,0,77.3,30.12,21.45,69.98,105.03
8490,10.75,8.5,0,9.5,2.55,0,91.59,30.11,7.95,73.49,106.71
8491,10.75,8.5,0,9.5,2.55,0,77.44,30.06,6.45,80.24,91.54
8492,10.75,8.5,0,9.5,2.55,0,65.17,27.55,6.96,81.83,81.26
8493,10.75,8.5,0,9.5,2.55,0,60.72,26.5,6.55,81.84,76.11
8494,10.75,8.5,0,9.5,2.55,0,57.08,24.61,10.92,77.99,75.12
8495,10.75,8.5,0,9.5,2.55,0,53.13,23.69,11.17,66.78,60.3
8496,10.75,8.5,0,9.5,2.55,0,44.9,21.2,18.02,61.42,49.71
8497,10.75,8.5,0,9.5,2.55,0,40.38,20.49,16.31,48.88,33.32
8498,10.75,8.5,0,9.5,2.55,0,40.09,17,17.43,30.16,21.34
8499,10.75,8.5,0,9.5,2.55,0,34.54,17,13.83,25.08,18.96
8500,10.75,8.5,0,9.5,2.55,0,33.02,17.78,9.04,20.9,24.53
8501,10.75,8.5,0,9.5,2.55,0,32.41,20.54,5.31,3.48,49.71
8502,10.75,8.5,0,9.5,2.55,0,35.34,23.74,27.17,0.07,72.57
8503,10.75,8.5,0,9.5,2.55,0,37.49,25.55,20.24,0.33,110.04
8504,10.75,8.5,0,9.5,2.55,0,42.79,26.59,30.2,23.85,131.97
8505,10.75,8.5,0,9.5,2.55,0,53.13,27.78,31.25,45.12,123.18
8506,10.75,8.5,0,9.5,2.55,0,55.68,28.38,31.94,48.96,111
8507,10.75,8.5,0,9.5,2.55,0,65.99,28.49,33.59,37.24,98.43
8508,10.75,8.5,0,9.5,2.55,0,61.05,28.02,33.49,34.29,88.5
8509,10.75,8.5,0,9.5,2.55,0,63.5,28.91,35.07,26.05,84.83
8510,10.75,8.5,0,9.5,2.55,0,66.52,30.19,44.17,23.51,89.41
8511,10.75,8.5,0,9.5,2.55,0,61.95,32.76,71.91,11.56,100.06
8512,10.75,8.5,0,9.5,2.55,0,51.87,32.88,87.88,10.53,106.02
8513,10.75,8.5,0,9.5,2.55,0,78.03,32.68,78.12,16.8,110.44
8514,10.75,8.5,0,9.5,2.55,0,97.41,31.5,49.2,16.95,102.34
8515,10.75,8.5,0,9.5,2.55,0,76.31,30.44,33.57,35.08,100
8516,10.75,8.5,0,9.5,2.55,0,69.2,28.88,30.95,39.34,91.04
8517,10.75,8.5,0,9.5,2.55,0,59.08,27.1,24.75,48.49,73.14
8518,10.75,8.5,0,9.5,2.55,0,65.78,25.68,19.91,40.97,70.52
8519,10.75,8.5,0,9.5,2.55,0,48.07,23.76,11.67,33.15,58.39
8520,10.75,8.5,0,9.5,2.55,0,53.1,24.79,22.36,28.77,29.75
8521,10.75,8.5,0,9.5,2.55,0,53.11,23.25,21.56,6.05,24.51
8522,10.75,8.5,0,9.5,2.55,0,56.17,22.27,19.41,0.01,23.58
8523,10.75,8.5,0,9.5,2.55,0,53.11,20.09,18.11,-0.1,19.41
8524,10.75,8.5,0,9.5,2.55,0,53.01,18.75,20.04,-0.07,18.11
8525,10.75,8.5,0,9.5,2.55,0,48.32,20.74,20,-0.18,24
8526,10.75,8.5,0,9.5,2.55,0,57.06,19.98,21.21,-0.25,33.29
8527,10.75,8.5,0,9.5,2.55,0,64.65,21.95,22.87,-0.08,33.27
8528,10.75,8.5,0,9.5,2.55,0,62.85,23.66,29.33,0.81,39.46
8529,10.75,8.5,0,9.5,2.55,0,62.86,28.55,31.43,31.68,45.77
8530,10.75,8.5,0,9.5,2.55,0,65.78,30.58,30.92,39.73,45.59
8531,10.75,8.5,0,9.5,2.55,0,62.26,30.05,31.12,35.64,36.88
8532,10.75,8.5,0,9.5,2.55,0,68.44,30.27,29.83,26.45,34.64
8533,10.75,8.5,0,9.5,2.55,0,74.64,28.97,25.92,26.23,33.04
8534,10.75,8.5,0,9.5,2.55,0,72.24,26.47,27.28,26.73,31.02
8535,10.75,8.5,0,9.5,2.55,0,63.25,27.78,29.31,25.3,33.93
8536,10.75,8.5,0,9.5,2.55,0,60.23,28.42,29.27,28.86,35.7
8537,10.75,8.5,0,9.5,2.55,0,89.57,28.39,27.95,34.17,43.18
8538,10.75,8.5,0,9.5,2.55,0,96.14,26.36,20.73,42.41,47.44
8539,10.75,8.5,0,9.5,2.55,0,78.94,23.14,15.3,42.95,41.08
8540,10.75,8.5,0,9.5,2.55,0,86.02,18.51,5.17,50.36,26.89
8541,10.75,8.5,0,9.5,2.55,0,66.42,12.06,4.23,40.49,13
8542,10.75,8.5,0,9.5,2.55,0,64.65,8.65,3.98,24.66,10.82
8543,10.75,8.5,0,9.5,2.55,0,64.65,4.6,1.83,25.53,7.05
8544,10.75,8.5,0,9.5,2.55,0,60.6,5.91,1.41,30.41,5.05
8545,10.75,8.5,0,9.5,2.55,0,60.11,5.69,0.23,12,3.78
8546,10.75,8.5,0,9.5,2.55,0,57.02,6.13,-0.09,0.04,2.28
8547,10.75,8.5,0,9.5,2.55,0,56.31,6.17,-0.77,-0.01,1.24
8548,10.75,8.5,0,9.5,2.55,0,53.5,6.35,-0.03,-0.01,0.09
8549,10.75,8.5,0,9.5,2.55,0,56.83,5.65,-0.04,-0.02,0.77
8550,10.75,8.5,0,9.5,2.55,0,61.76,6.34,2.29,-0.01,1.2
8551,10.75,8.5,0,9.5,2.55,0,63.66,5.67,6.07,0,4.65
8552,10.75,8.5,0,9.5,2.55,0,50.54,7.37,20.6,0.1,9.25
8553,10.75,8.5,0,9.5,2.55,0,61.46,21.27,20.17,7.43,23.99
8554,10.75,8.5,0,9.5,2.55,0,70.59,21.06,23,20,21.78
8555,10.75,8.5,0,9.5,2.55,0,71.1,23.56,21.19,42.08,24.22
8556,10.75,8.5,0,9.5,2.55,0,73.35,23.55,21.39,41.64,23.75
8557,10.75,8.5,0,9.5,2.55,0,73.63,24.93,28.02,45.9,23.13
8558,10.75,8.5,0,9.5,2.55,0,75.12,29.36,41.77,47.36,27.82
8559,10.75,8.5,0,9.5,2.55,0,67.18,33.07,46.93,49.81,40
8560,10.75,8.5,0,9.5,2.55,0,67.18,39.93,65.47,52.3,49.48
8561,10.75,8.5,0,9.5,2.55,0,126.52,44.86,60.79,53.77,74.91
8562,10.75,8.5,0,9.5,2.55,0,249.83,44,58.21,58.05,75.33
8563,10.75,8.5,0,9.5,2.55,0,135.36,38.35,46.93,68.12,68.96
8564,10.75,8.5,0,9.5,2.55,0,102.6,35.54,36.66,66.45,55
8565,10.75,8.5,0,9.5,2.55,0,76.83,32.88,36.2,61.55,42.27
8566,10.75,8.5,0,9.5,2.55,0,66.67,32.26,24.5,53.7,39.28
8567,10.75,8.5,0,9.5,2.55,0,63.24,26.64,29.19,41.56,27.67
8568,10.75,8.5,0,9.5,2.55,0,85.3,26.55,20.13,20.29,18.75
8569,10.75,8.5,0,9.5,2.55,0,74.42,22.01,14.31,7.74,12.73
8570,10.75,8.5,0,9.5,2.55,0,70.86,15.35,9.12,0,10.85
8571,10.75,8.5,0,9.5,2.55,0,63,9.42,9.78,-0.03,7.61
8572,10.75,8.5,0,9.5,2.55,0,55.66,10.36,14.8,-0.29,6.31
8573,10.75,8.5,0,9.5,2.55,0,51.35,18,17.39,-0.97,6.66
8574,10.75,8.5,0,9.5,2.55,0,46.87,24.56,52.01,-3.74,20.16
8575,10.75,8.5,0,9.5,2.55,0,58.35,37.47,59.34,-4.97,55.93
8576,10.75,8.5,0,9.5,2.55,0,65.78,48.26,59.62,-4.22,67.71
8577,10.75,8.5,0,9.5,2.55,0,82.23,48.43,52.73,-2.91,67.36
8578,10.75,8.5,0,9.5,2.55,0,84.89,44.27,52,-2.93,57.85
8579,10.75,8.5,0,9.5,2.55,0,78.43,43.72,54.17,-3.13,56.74
8580,10.75,8.5,0,9.5,2.55,0,75.63,45.52,54.81,-5.15,58.48
8581,10.75,8.5,0,9.5,2.55,0,70.84,46.14,61.56,-3.57,59.21
8582,10.75,8.5,0,9.5,2.55,0,62.94,51.4,73.69,-2.95,66
8583,10.75,8.5,0,9.5,2.55,0,58.07,61.16,82.56,-3.77,77.61
8584,10.75,8.5,0,9.5,2.55,0,58.07,68.5,98.25,-2.19,100.5
8585,10.75,8.5,0,9.5,2.55,0,71.2,80.49,101.75,-2.26,113.98
8586,10.75,8.5,0,9.5,2.55,0,85.01,90.09,97.47,-2.05,119.71
8587,10.75,8.5,0,9.5,2.55,0,70.72,93.86,92.59,-2.36,139.32
8588,10.75,8.5,0,9.5,2.55,0,72.64,89.13,108.29,-5.58,132.03
8589,10.75,8.5,0,9.5,2.55,0,70.84,93.13,105.82,-9.07,109.88
8590,10.75,8.5,0,9.5,2.55,0,68.31,59.02,96.99,-6.49,105.82
8591,10.75,8.5,0,9.5,2.55,0,61.99,43.91,86.03,-3.18,110.06
8592,10.75,8.5,0,9.5,2.55,0,73.26,34.9,82.84,-3,86.03
8593,10.75,8.5,0,9.5,2.55,0,66.13,33.55,81.89,-6.09,82.84
8594,10.75,8.5,0,9.5,2.55,0,51.43,32.76,78,-3.98,81.89
8595,10.75,8.5,0,9.5,2.55,0,25.3,32.65,78.78,-10.12,78
8596,10.75,8.5,0,9.5,2.55,0,20.24,32.19,80.6,-10.81,78.78
8597,10.75,8.5,0,9.5,2.55,0,12.62,32.25,85.07,-12.49,80.6
8598,10.75,8.5,0,9.5,2.55,0,11.28,33.98,100.83,-13.37,85.07
8599,10.75,8.5,0,9.5,2.55,0,44.65,36.32,115.09,-10.14,100.83
8600,10.75,8.5,0,9.5,2.55,0,46.15,34.96,120.95,-7.6,115.09
8601,10.75,8.5,0,9.5,2.55,0,65.08,36.89,120,-5.48,120.95
8602,10.75,8.5,0,9.5,2.55,0,68.61,38.68,118.16,-0.11,120
8603,10.75,8.5,0,9.5,2.55,0,70.84,39.97,117.49,-0.97,118.16
8604,10.75,8.5,0,9.5,2.55,0,70.34,38.44,115.38,-0.97,117.49
8605,10.75,8.5,0,9.5,2.55,0,73.37,36.66,117.98,-0.08,115.38
8606,10.75,8.5,0,9.5,2.55,0,72.97,36.19,119.5,-0.02,117.98
8607,10.75,8.5,0,9.5,2.55,0,69.58,35.27,120.21,0,119.5
8608,10.75,8.5,0,9.5,2.55,0,59.98,33.95,118,0.01,120.21
8609,10.75,8.5,0,9.5,2.55,0,82.18,31.05,110.98,2.48,118
8610,10.75,8.5,0,9.5,2.55,0,101.2,31.02,104.09,11.9,110.98
8611,10.75,8.5,0,9.5,2.55,0,88.55,30.89,102.56,20.02,105.66
8612,10.75,8.5,0,9.5,2.55,0,75.79,30.8,94.63,18.68,102.56
8613,10.75,8.5,0,9.5,2.55,0,66.16,30.9,99.04,14.31,94.63
8614,10.75,8.5,0,9.5,2.55,0,68.59,30.79,88.19,9.92,99.04
8615,10.75,8.5,0,9.5,2.55,0,62.71,30.71,91.37,3.51,90
8616,10.75,8.5,0,9.5,2.55,0,80.96,30.69,86.44,5,91.37
8617,10.75,8.5,0,9.5,2.55,0,75.78,30.47,85.07,0.08,86.44
8618,10.75,8.5,0,9.5,2.55,0,73.37,30.95,68.62,0,85.07
8619,10.75,8.5,0,9.5,2.55,0,62.88,30.9,61.81,-0.02,80.81
8620,10.75,8.5,0,9.5,2.55,0,58.32,30.83,62.75,-0.11,75.99
8621,10.75,8.5,0,9.5,2.55,0,55.37,30.91,62.54,-2.67,80.81
8622,10.75,8.5,0,9.5,2.55,0,56.23,30.97,84.94,-3.69,83.01
8623,10.75,8.5,0,9.5,2.55,0,64.44,30.74,90.21,-1.85,84.94
8624,10.75,8.5,0,9.5,2.55,0,58.21,32.42,99.24,-1.34,90.21
8625,10.75,8.5,0,9.5,2.55,0,64.44,30.98,93.56,-0.92,99.24
8626,10.75,8.5,0,9.5,2.55,0,80.96,30.94,92.55,-1.05,93.56
8627,10.75,8.5,0,9.5,2.55,0,80.84,30.89,94.41,-0.08,92.55
8628,10.75,8.5,0,9.5,2.55,0,81.22,30.73,91.03,-0.06,94.41
8629,10.75,8.5,0,9.5,2.55,0,87.1,30.98,99.17,-0.05,91.02
8630,10.75,8.5,0,9.5,2.55,0,88.55,30.82,112.69,-0.04,96.4
8631,10.75,8.5,0,9.5,2.55,0,69.45,31.07,116.71,0,107.74
8632,10.75,8.5,0,9.5,2.55,0,73.88,30.88,120.52,0.56,115.61
8633,10.75,8.5,0,9.5,2.55,0,68.31,30.96,119.1,10.03,120.52
8634,10.75,8.5,0,9.5,2.55,0,66.99,31.08,118,47.34,119.09
8635,10.75,8.5,0,9.5,2.55,0,62.8,31.04,118.32,52.99,117.99
8636,10.75,8.5,0,9.5,2.55,0,73.58,30.91,113.01,53.66,118.31
8637,10.75,8.5,0,9.5,2.55,0,68.62,30.74,114.07,53.05,113.01
8638,10.75,8.5,0,9.5,2.55,0,62.24,30.62,104.22,49.32,114.07
8639,10.75,8.5,0,9.5,2.55,0,58.45,30.62,102.17,43.95,104.63
8640,10.75,8.5,0,9.5,2.55,0,62.5,31.5,95.06,46.63,102.17
8641,10.75,8.5,0,9.5,2.55,0,37.93,31.54,94.61,53.28,95.06
8642,10.75,8.5,0,9.5,2.55,0,31.06,31.58,89.64,41.35,94.61
8643,10.75,8.5,0,9.5,2.55,0,23.26,31.08,90.87,52.07,89.64
8644,10.75,8.5,0,9.5,2.55,0,19.18,31.01,95.1,57.63,90.87
8645,10.75,8.5,0,9.5,2.55,0,19.32,31.25,99,51.65,95.1
8646,10.75,8.5,0,9.5,2.55,0,19.88,32.59,112.61,49.77,99
8647,10.75,8.5,0,9.5,2.55,0,24.18,33.18,119.1,55.98,112.63
